PLAYER,PASSING_ATT,PASSING_ATT_HIGH,PASSING_ATT_LOW,PASSING_CMP,PASSING_CMP_HIGH,PASSING_CMP_LOW,PASSING_YDS,PASSING_YDS_HIGH,PASSING_YDS_LOW,PASSING_TDS,PASSING_TDS_HIGH,PASSING_TDS_LOW,PASSING_INTS,RUSHING_ATT,RUSHING_ATT_HIGH,RUSHING_ATT_LOW,RUSHING_YDS,RUSHING_YDS_HIGH,RUSHING_YDS_LOW,RUSHING_TDS,RUSHING_TDS_HIGH,RUSHING_TDS_LOW,MISC_FL,MISC_FPTS,MISC_FPTS_HIGH,MISC_FPTS_LOW,POSITION,SCRAPE_DATE,DATA_TYPE,RECEIVING_REC,RECEIVING_REC_HIGH,RECEIVING_REC_LOW,RECEIVING_YDS,RECEIVING_YDS_HIGH,RECEIVING_YDS_LOW,RECEIVING_TDS,RECEIVING_TDS_HIGH,RECEIVING_TDS_LOW,MISC_FL_HIGH,MISC_FL_LOW,FG,FG_HIGH,FG_LOW,FGA,FGA_HIGH,FGA_LOW,XPT,XPT_HIGH,XPT_LOW,FPTS,FPTS_HIGH,FPTS_LOW,FPTS_ENVELOPE_WIDTH,SACK,SACK_HIGH,SACK_LOW,INT,INT_HIGH,INT_LOW,FR,FR_HIGH,FR_LOW,FF,FF_HIGH,FF_LOW,TD,TD_HIGH,TD_LOW,SAFETY,SAFETY_HIGH,SAFETY_LOW,PA,PA_HIGH,PA_LOW,YDS_AGN
Parker Washington JAC,,,,,,,,,,,,,,,,,8.5,17.0,0.0,,,,,36.3,70.2,31.5,WR,2025-08-22 10:37:53,ENVELOPE,24.7,28.0,21.4,261.7,285.0,238.3,1.6,2.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuJu Smith-Schuster KC,,,,,,,,,,,,,,,,,,,,,,,,36.0,90.5,21.9,WR,2025-08-22 10:37:53,ENVELOPE,23.1,44.4,10.0,255.6,500.2,108.0,1.8,3.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Burton CIN,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,35.9,80.6,26.2,WR,2025-08-22 10:37:53,ENVELOPE,18.2,26.0,11.8,240.9,360.0,143.1,2.0,3.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Felton MIN,,,,,,,,,,,,,,,,,3.7,11.0,0.0,,,,,35.7,61.8,22.4,WR,2025-08-22 10:37:53,ENVELOPE,20.1,25.6,13.8,241.8,297.1,151.4,1.9,2.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimere Dike TEN,,,,,,,,,,,,,,2.1,2.1,0.1,8.9,12.7,5.0,,,,,35.1,63.1,28.6,WR,2025-08-22 10:37:53,ENVELOPE,18.9,21.0,16.9,246.0,296.0,195.9,1.6,2.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Johnson NYJ,,,,,,,,,,,,,,,,,,,,,,,,33.7,44.3,4.3,WR,2025-08-22 10:37:53,ENVELOPE,22.1,22.1,2.1,233.9,233.9,33.9,1.7,1.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demarcus Robinson SF,,,,,,,,,,,,,,,,,0.8,3.0,0.0,,,,,33.3,57.3,5.1,WR,2025-08-22 10:37:53,ENVELOPE,13.9,22.0,2.1,217.8,375.0,27.7,1.9,4.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke McCaffrey WAS,,,,,,,,,,,,,,,,,1.0,3.0,0.0,,,,,28.7,58.5,23.4,WR,2025-08-22 10:37:53,ENVELOPE,19.2,29.2,14.0,200.8,313.7,131.0,1.4,2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.T. Perry DEN,,,,,,,,,,,,,,,,,,,,,,,,26.9,33.4,3.4,WR,2025-08-22 10:37:53,ENVELOPE,13.7,13.7,3.7,180.5,180.5,80.5,1.5,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyy Moore SF,,,,,,,,,,,,,,,,,,,,,,,,26.6,33.6,3.6,WR,2025-08-22 10:37:53,ENVELOPE,15.5,15.5,5.5,184.9,184.9,84.9,1.4,1.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Jones ARI,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,25.7,53.5,17.9,WR,2025-08-22 10:37:53,ENVELOPE,16.8,27.2,11.0,179.9,283.0,127.8,1.3,1.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woods PIT,,,,,,,,,,,,,,,,,,,,,,,,25.0,45.6,22.9,WR,2025-08-22 10:37:53,ENVELOPE,17.4,23.8,12.0,180.8,248.6,120.0,1.2,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalif Raymond DET,,,,,,,,,,,,,,,,,4.0,12.0,0.0,,,,,24.7,48.6,17.0,WR,2025-08-22 10:37:53,ENVELOPE,14.7,20.8,10.2,184.2,279.7,112.0,1.2,1.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KhaDarel Hodge ATL,,,,,,,,,,,,,,,,,,,,,,,,23.6,37.4,19.6,WR,2025-08-22 10:37:53,ENVELOPE,13.5,15.6,10.9,176.6,207.9,148.0,1.0,1.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Moore BUF,,,,,,,,,,,,,,,,,1.3,4.0,0.0,,,,,23.5,45.5,18.1,WR,2025-08-22 10:37:53,ENVELOPE,14.5,21.5,10.0,160.3,237.9,110.0,1.2,1.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Royals KC,,,,,,,,,,,,,,,,,2.5,5.0,0.0,,,,,22.8,61.5,6.2,WR,2025-08-22 10:37:53,ENVELOPE,12.9,22.0,3.8,156.2,270.0,42.4,1.2,2.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalin Hyatt NYG,,,,,,,,,,,,,,,,,,,,,,,,22.8,52.9,5.0,WR,2025-08-22 10:37:53,ENVELOPE,13.1,24.3,2.9,174.0,316.5,40.6,0.9,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Bourne NE,,,,,,,,,,,,,,1.1,2.3,0.0,6.8,15.5,0.0,,,,,22.6,73.0,4.7,WR,2025-08-22 10:37:53,ENVELOPE,14.6,36.1,2.0,167.6,424.8,22.0,0.9,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac TeSlaa DET,,,,,,,,,,,,,,,,,,,,,,,,22.3,56.8,5.8,WR,2025-08-22 10:37:53,ENVELOPE,10.7,18.0,3.5,155.2,268.0,42.3,1.1,2.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahan Dotson PHI,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,20.8,39.9,13.9,WR,2025-08-22 10:37:53,ENVELOPE,13.0,16.0,8.2,149.4,174.7,99.5,1.0,1.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Gage Jr. SF,,,,,,,,,,,,,,,,,,,,,,,,20.6,27.0,7.0,WR,2025-08-22 10:37:53,ENVELOPE,13.0,13.0,3.0,145.2,145.2,45.2,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey Washington ATL,,,,,,,,,,,,,,,,,,,,,,,,19.6,29.0,6.1,WR,2025-08-22 10:37:53,ENVELOPE,11.3,12.6,10.0,135.6,141.3,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Corley NYJ,,,,,,,,,,,,,,2.3,4.7,0.0,13.5,29.5,0.0,0.1,0.2,0.0,,18.9,35.6,16.8,WR,2025-08-22 10:37:53,ENVELOPE,11.7,14.0,8.7,125.1,145.0,99.2,0.8,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylin Lane WAS,,,,,,,,,,,,,,2.2,2.2,0.2,13.5,13.5,3.5,,,,,18.8,20.8,0.8,WR,2025-08-22 10:37:53,ENVELOPE,10.4,10.4,0.4,120.1,120.1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Gallup WAS,,,,,,,,,,,,,,,,,,,,,,,,18.7,41.8,5.4,WR,2025-08-22 10:37:53,ENVELOPE,11.3,19.4,3.3,128.3,218.3,38.3,1.0,1.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Bobo SEA,,,,,,,,,,,,,,,,,,,,,,,,18.3,51.8,4.3,WR,2025-08-22 10:37:53,ENVELOPE,11.4,24.1,2.0,132.5,278.5,23.0,0.9,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arian Smith NYJ,,,,,,,,,,,,,,,,,3.5,7.0,0.0,,,,,17.9,40.2,10.5,WR,2025-08-22 10:37:53,ENVELOPE,11.2,15.0,7.3,134.3,185.0,83.7,0.7,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jha'Quan Jackson TEN,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,17.7,69.8,0.2,WR,2025-08-22 10:37:53,ENVELOPE,11.4,33.2,0.0,138.3,403.8,0.0,0.8,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savion Williams GB,,,,,,,,,,,,,,4.4,4.4,0.4,16.4,26.8,6.0,0.1,0.2,0.0,,17.5,30.1,15.9,WR,2025-08-22 10:37:53,ENVELOPE,9.1,11.0,7.1,104.8,125.0,84.6,0.8,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamari Thrash CLE,,,,,,,,,,,,,,,,,,,,,,,,17.1,40.4,0.0,WR,2025-08-22 10:37:53,ENVELOPE,12.3,28.4,3.6,144.7,331.8,46.4,0.5,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Ezukanma MIA,,,,,,,,,,,,,,,,,,,,,,,,16.8,22.2,2.2,WR,2025-08-22 10:37:53,ENVELOPE,10.8,10.8,0.8,120.8,120.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Restrepo TEN,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,,,,16.7,26.7,6.7,WR,2025-08-22 10:37:53,ENVELOPE,10.0,10.0,0.0,105.0,105.0,5.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mack Hollins NE,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,15.1,27.0,13.2,WR,2025-08-22 10:37:53,ENVELOPE,8.2,9.3,6.3,102.2,115.7,76.1,0.8,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Carter CLE,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,15.0,52.3,2.9,WR,2025-08-22 10:37:53,ENVELOPE,10.9,26.7,0.0,128.7,326.2,0.0,0.5,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Blair ATL,,,,,,,,,,,,,,,,,,,,,,,,15.0,19.4,9.4,WR,2025-08-22 10:37:53,ENVELOPE,9.4,9.5,0.4,106.2,106.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Hutchinson HOU,,,,,,,,,,,,,,,,,,,,,,,,14.9,52.4,0.0,WR,2025-08-22 10:37:53,ENVELOPE,9.9,26.1,1.6,108.4,283.8,20.5,0.7,1.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olamide Zaccheaus CHI,,,,,,,,,,,,,,1.1,2.2,0.0,6.0,13.1,0.0,,,,,14.9,29.0,13.6,WR,2025-08-22 10:37:53,ENVELOPE,9.4,11.0,6.7,100.6,115.0,79.9,0.7,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tylan Wallace BAL,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,14.2,31.1,3.4,WR,2025-08-22 10:37:53,ENVELOPE,6.7,12.8,1.4,87.8,160.6,18.8,0.9,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Palmer TB,,,,,,,,,,,,,,,,,,,,,,,,14.2,36.4,0.7,WR,2025-08-22 10:37:53,ENVELOPE,8.6,17.2,0.0,94.3,188.6,0.0,0.8,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simi Fehoko ARI,,,,,,,,,,,,,,,,,,,,,,,,13.2,30.2,2.6,WR,2025-08-22 10:37:53,ENVELOPE,7.6,13.6,1.5,91.7,163.8,19.6,0.7,1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Jones MIN,,,,,,,,,,,,,,,,,,,,,,,,12.0,17.8,10.4,WR,2025-08-22 10:37:53,ENVELOPE,7.4,8.2,6.7,83.2,90.9,75.4,0.6,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling Shepard TB,,,,,,,,,,,,,,0.8,1.6,0.0,7.0,11.0,0.0,,,,,11.9,18.7,10.9,WR,2025-08-22 10:37:53,ENVELOPE,7.7,9.6,5.0,80.4,98.2,48.0,0.5,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KeAndre Lambert-Smith LAC,,,,,,,,,,,,,,,,,3.0,6.0,0.0,,,,,11.4,30.1,2.8,WR,2025-08-22 10:37:53,ENVELOPE,5.9,10.0,1.8,77.7,135.0,20.3,0.6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Renfrow CAR,,,,,,,,,,,,,,,,,,,,,,,,11.4,31.3,7.2,WR,2025-08-22 10:37:53,ENVELOPE,9.3,18.2,4.0,91.4,180.3,40.0,0.4,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedrick Wilson Jr. NO,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,10.9,35.8,2.3,WR,2025-08-22 10:37:53,ENVELOPE,6.9,16.9,1.8,77.3,191.2,18.6,0.5,1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Agnew ATL,,,,,,,,,,,,,,,,,,,,,,,,10.8,19.9,7.7,WR,2025-08-22 10:37:53,ENVELOPE,7.1,10.0,4.2,73.5,103.3,43.7,0.6,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devontez Walker BAL,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,10.7,24.1,2.8,WR,2025-08-22 10:37:53,ENVELOPE,4.9,7.0,1.4,67.4,106.0,18.2,0.6,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Melton GB,,,,,,,,,,,,,,,,,,,,,,,,10.7,13.5,3.5,WR,2025-08-22 10:37:53,ENVELOPE,6.2,6.3,0.2,73.8,73.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Skowronek PIT,,,,,,,,,,,,,,,,,,,,,,,,10.3,13.6,3.6,WR,2025-08-22 10:37:53,ENVELOPE,6.5,6.6,0.5,72.2,72.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irvin Charles NYJ,,,,,,,,,,,,,,,,,,,,,,,,9.8,12.7,2.7,WR,2025-08-22 10:37:53,ENVELOPE,6.5,6.6,0.5,70.0,70.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Alexander CHI,,,,,,,,,,,,,,,,,,,,,,,,9.6,12.4,2.4,WR,2025-08-22 10:37:53,ENVELOPE,6.4,6.5,0.4,70.4,70.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samori Toure CHI,,,,,,,,,,,,,,,,,,,,,,,,9.4,12.3,2.3,WR,2025-08-22 10:37:53,ENVELOPE,6.3,6.4,0.3,69.9,70.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Moore CAR,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.2,2.4,WR,2025-08-22 10:37:53,ENVELOPE,5.9,12.1,1.6,73.4,149.6,18.6,0.3,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Weaver ARI,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.6,1.6,WR,2025-08-22 10:37:53,ENVELOPE,5.2,5.2,0.2,61.4,61.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Heath GB,,,,,,,,,,,,,,,,,,,,,,,,8.9,27.0,3.4,WR,2025-08-22 10:37:53,ENVELOPE,5.5,12.6,2.0,62.2,139.9,23.0,0.5,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Mellott LV,,,,,,,,,,,,,,4.0,4.0,0.0,24.1,24.1,4.1,,,,,8.9,9.6,0.5,WR,2025-08-22 10:37:53,ENVELOPE,3.7,3.7,0.7,43.6,43.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Watson HOU,,,,,,,,,,,,,,,,,,,,,,,,7.7,15.2,4.4,WR,2025-08-22 10:37:53,ENVELOPE,4.4,6.5,2.0,60.2,88.8,24.0,0.3,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derius Davis LAC,,,,,,,,,,,,,,10.5,10.5,0.5,35.4,54.9,16.0,0.2,0.4,0.0,,7.5,16.2,0.8,WR,2025-08-22 10:37:53,ENVELOPE,2.8,3.7,2.0,31.2,40.4,22.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Pettis NO,,,,,,,,,,,,,,2.1,2.1,0.1,9.7,13.5,6.0,,,,,6.8,11.0,4.8,WR,2025-08-22 10:37:53,ENVELOPE,4.0,5.9,2.0,46.4,70.7,22.0,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyquan Thornton KC,,,,,,,,,,,,,,,,,,,,,,,,6.4,11.2,2.6,WR,2025-08-22 10:37:53,ENVELOPE,3.4,5.7,1.0,45.9,75.8,16.0,0.3,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tez Johnson TB,,,,,,,,,,,,,,,,,,,,,,,,6.3,9.0,0.9,WR,2025-08-22 10:37:53,ENVELOPE,4.0,5.0,3.0,49.3,59.6,39.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendric Pryor CIN,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.4,0.3,WR,2025-08-22 10:37:53,ENVELOPE,3.9,3.9,0.9,42.8,42.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trishton Jackson ARI,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.9,0.8,WR,2025-08-22 10:37:53,ENVELOPE,3.4,3.4,0.4,40.7,40.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bell CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,2025-08-22 10:37:53,ENVELOPE,6.0,6.1,0.0,60.0,60.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Watkins SF,,,,,,,,,,,,,,4.4,4.4,0.4,15.8,26.7,5.0,0.1,0.2,0.0,,6.0,8.0,0.1,WR,2025-08-22 10:37:53,ENVELOPE,2.6,3.0,2.2,32.7,36.0,29.5,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mingo DAL,,,,,,,,,,,,,,,,,,,,,,,,5.9,8.6,0.3,WR,2025-08-22 10:37:53,ENVELOPE,3.9,4.9,3.0,48.5,64.1,33.0,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Metchie III PHI,,,,,,,,,,,,,,,,,,,,,,,,5.5,12.8,4.2,WR,2025-08-22 10:37:53,ENVELOPE,3.6,6.0,2.0,41.0,68.3,22.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Jones CIN,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,5.4,17.5,2.1,WR,2025-08-22 10:37:53,ENVELOPE,3.4,8.1,0.0,39.6,95.8,0.0,0.2,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Brooks DAL,,,,,,,,,,,,,,,,,,,,,,,,5.4,7.2,0.1,WR,2025-08-22 10:37:53,ENVELOPE,3.4,3.4,0.4,39.4,39.4,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Oliver TEN,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.2,0.2,WR,2025-08-22 10:37:53,ENVELOPE,3.4,3.4,0.4,38.2,38.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dareke Young SEA,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.8,0.7,WR,2025-08-22 10:37:53,ENVELOPE,3.3,3.3,0.3,37.7,37.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody White SEA,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.8,0.7,WR,2025-08-22 10:37:53,ENVELOPE,3.3,3.3,0.3,37.6,37.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Trammell JAC,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.5,0.4,WR,2025-08-22 10:37:53,ENVELOPE,3.4,3.4,0.4,40.1,40.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Gipson NYJ,,,,,,,,,,,,,,,,,2.5,5.0,0.0,,,,,4.9,20.7,4.1,WR,2025-08-22 10:37:53,ENVELOPE,4.2,7.0,1.4,54.3,92.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britain Covey LAR,,,,,,,,,,,,,,2.2,2.2,0.2,13.7,13.7,3.7,,,,,4.8,4.8,0.8,WR,2025-08-22 10:37:53,ENVELOPE,1.8,1.8,0.8,21.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dee Eskridge MIA,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,4.7,14.3,0.5,WR,2025-08-22 10:37:53,ENVELOPE,3.0,7.2,0.0,32.8,75.8,0.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Boykin CHI,,,,,,,,,,,,,,,,,,,,,,,,4.7,6.4,0.3,WR,2025-08-22 10:37:53,ENVELOPE,3.2,3.2,0.2,37.0,37.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil'Jordan Humphrey NYG,,,,,,,,,,,,,,,,,,,,,,,,4.4,8.5,0.4,WR,2025-08-22 10:37:53,ENVELOPE,4.0,4.0,0.0,44.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brycen Tremayne CAR,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.0,0.9,WR,2025-08-22 10:37:53,ENVELOPE,3.0,3.0,0.0,33.8,33.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ainias Smith PHI,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.8,0.8,WR,2025-08-22 10:37:53,ENVELOPE,3.0,3.0,0.0,32.4,32.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotty Miller PIT,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.9,0.0,WR,2025-08-22 10:37:53,ENVELOPE,3.1,3.2,3.0,37.4,38.8,36.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Scott CHI,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,4.0,12.1,0.2,WR,2025-08-22 10:37:53,ENVELOPE,2.8,6.3,0.0,30.1,68.4,0.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Duvernay CHI,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,3.9,13.1,0.5,WR,2025-08-22 10:37:53,ENVELOPE,3.6,7.0,1.8,35.2,65.1,17.4,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecole Hardman Jr. GB,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,3.8,14.8,0.0,WR,2025-08-22 10:37:53,ENVELOPE,3.0,6.9,0.0,33.6,78.7,0.0,0.2,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Flournoy DAL,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.6,0.6,WR,2025-08-22 10:37:53,ENVELOPE,2.4,2.4,0.4,25.6,25.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Nash ATL,,,,,,,,,,,,,,,,,,,,,,,,3.5,6.6,0.5,WR,2025-08-22 10:37:53,ENVELOPE,3.0,3.0,0.0,35.0,35.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Tinsley CIN,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,0.3,WR,2025-08-22 10:37:53,ENVELOPE,2.0,2.0,0.0,22.7,22.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gould IND,,,,,,,,,,,,,,,,,2.5,5.0,0.0,,,,,2.8,5.4,2.5,WR,2025-08-22 10:37:53,ENVELOPE,1.8,2.0,1.6,22.8,29.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Cowing SF,,,,,,,,,,,,,,,,,8.5,17.0,0.0,,,,,2.8,4.7,1.7,WR,2025-08-22 10:37:53,ENVELOPE,1.1,2.2,0.0,14.9,29.8,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laviska Shenault Jr. BUF,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,0.7,WR,2025-08-22 10:37:53,ENVELOPE,1.8,1.8,0.8,19.5,19.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
