simulation,pick_number,player_name,position,espn_rank
28,66,Patrick Mahomes,QB,62
28,67,Baker Mayfield,QB,63
28,68,Jaylen Waddle,WR,59
28,69,Jerry Jeudy,WR,65
28,70,Matthew Golden,WR,74
28,71,Cooper Kupp,WR,75
28,72,David Montgomery,RB,67
28,73,Chris Olave,WR,77
28,74,Jakobi Meyers,WR,76
28,75,Travis Kelce,TE,84
28,76,Tony Pollard,RB,68
28,77,Tetairoa McMillan,WR,64
28,78,Rome Odunze,WR,60
28,79,T.J. Hockenson,TE,69
28,81,Brock Purdy,QB,89
28,82,Isiah Pacheco,RB,70
28,83,Chris Godwin,WR,73
28,84,Bo Nix,QB,87
28,85,RJ Harvey,RB,72
28,86,Kyler Murray,QB,88
28,87,Tyrone Tracy Jr.,RB,81
28,88,Jordan Addison,WR,78
29,1,Ja'Marr Chase,WR,1
29,2,Brian Thomas Jr.,WR,14
29,3,Derrick Henry,RB,11
29,4,Bijan Robinson,RB,2
29,6,Saquon Barkley,RB,4
29,7,Justin Jefferson,WR,3
29,8,Nico Collins,WR,13
29,9,Jahmyr Gibbs,RB,5
29,10,CeeDee Lamb,WR,6
29,11,Kyren Williams,RB,22
29,12,Josh Jacobs,RB,19
29,13,Christian McCaffrey,RB,7
29,14,Malik Nabers,WR,9
29,15,Puka Nacua,WR,8
29,16,De'Von Achane,RB,18
29,17,Amon-Ra St. Brown,WR,10
29,18,Ashton Jeanty,RB,12
29,19,A.J. Brown,WR,15
29,20,Drake London,WR,16
29,21,Bucky Irving,RB,23
29,22,Tyreek Hill,WR,25
29,23,Terry McLaurin,WR,34
29,25,Jonathan Taylor,RB,17
29,26,Brock Bowers,TE,20
29,27,Omarion Hampton,RB,37
29,28,Davante Adams,WR,26
29,29,Trey McBride,TE,21
29,30,Ladd McConkey,WR,27
29,31,Jalen Hurts,QB,31
29,32,Josh Allen,QB,28
29,34,Breece Hall,RB,45
29,35,James Cook,RB,33
29,36,Kenneth Walker III,RB,38
29,37,George Kittle,TE,40
29,38,Jaxon Smith-Njigba,WR,36
29,39,Marvin Harrison Jr.,WR,47
29,40,Tee Higgins,WR,24
29,41,Joe Burrow,QB,39
29,42,James Conner,RB,43
29,43,Calvin Ridley,WR,51
29,44,Mike Evans,WR,35
29,45,Lamar Jackson,QB,29
29,46,DJ Moore,WR,54
29,47,Jayden Daniels,QB,30
29,48,Chase Brown,RB,32
29,49,Chuba Hubbard,RB,41
29,50,TreVeyon Henderson,RB,44
29,51,Rashee Rice,WR,55
29,53,DeVonta Smith,WR,57
29,54,Xavier Worthy,WR,46
29,55,Alvin Kamara,RB,42
29,56,DK Metcalf,WR,49
29,57,Zay Flowers,WR,50
29,58,D'Andre Swift,RB,52
29,59,Rome Odunze,WR,60
29,60,Jaylen Waddle,WR,59
29,62,Sam LaPorta,TE,61
29,63,Tony Pollard,RB,68
29,64,Courtland Sutton,WR,53
29,65,Garrett Wilson,WR,48
29,66,Cooper Kupp,WR,75
29,67,T.J. Hockenson,TE,69
29,68,Jameson Williams,WR,56
29,69,Jerry Jeudy,WR,65
29,70,Baker Mayfield,QB,63
29,71,George Pickens,WR,58
29,72,Tetairoa McMillan,WR,64
29,73,Aaron Jones,RB,71
29,74,David Montgomery,RB,67
29,75,Isiah Pacheco,RB,70
29,76,Chris Olave,WR,77
29,77,Travis Kelce,TE,84
29,78,RJ Harvey,RB,72
29,79,Deebo Samuel Sr.,WR,79
29,81,Chris Godwin,WR,73
29,82,Jakobi Meyers,WR,76
29,83,Bo Nix,QB,87
29,84,Jaylen Warren,RB,91
29,85,Patrick Mahomes,QB,62
29,86,Kaleb Johnson,RB,80
29,87,Matthew Golden,WR,74
29,88,Tyrone Tracy Jr.,RB,81
30,1,Saquon Barkley,RB,4
30,2,Jahmyr Gibbs,RB,5
30,3,Justin Jefferson,WR,3
30,4,Christian McCaffrey,RB,7
30,6,Ja'Marr Chase,WR,1
30,7,Puka Nacua,WR,8
30,8,Josh Jacobs,RB,19
30,9,Bijan Robinson,RB,2
30,10,CeeDee Lamb,WR,6
30,11,Derrick Henry,RB,11
30,12,Amon-Ra St. Brown,WR,10
30,13,A.J. Brown,WR,15
30,14,Tyreek Hill,WR,25
30,15,Brian Thomas Jr.,WR,14
30,16,Ladd McConkey,WR,27
30,17,Ashton Jeanty,RB,12
30,18,De'Von Achane,RB,18
30,19,Nico Collins,WR,13
30,20,Brock Bowers,TE,20
30,21,Tee Higgins,WR,24
30,22,Drake London,WR,16
30,23,Jalen Hurts,QB,31
30,25,Malik Nabers,WR,9
30,26,Omarion Hampton,RB,37
30,27,Jonathan Taylor,RB,17
30,28,Josh Allen,QB,28
30,29,Terry McLaurin,WR,34
30,30,Trey McBride,TE,21
30,31,Kyren Williams,RB,22
30,32,Bucky Irving,RB,23
30,34,Breece Hall,RB,45
30,35,Kenneth Walker III,RB,38
30,36,George Kittle,TE,40
30,37,Chuba Hubbard,RB,41
30,38,Joe Burrow,QB,39
30,39,Lamar Jackson,QB,29
30,40,James Conner,RB,43
30,41,Davante Adams,WR,26
30,42,Jaxon Smith-Njigba,WR,36
30,43,Jayden Daniels,QB,30
30,44,Alvin Kamara,RB,42
30,45,Rashee Rice,WR,55
30,46,Marvin Harrison Jr.,WR,47
30,47,Chase Brown,RB,32
30,48,Calvin Ridley,WR,51
30,49,Mike Evans,WR,35
30,50,TreVeyon Henderson,RB,44
30,51,Zay Flowers,WR,50
30,53,Xavier Worthy,WR,46
30,54,D'Andre Swift,RB,52
30,55,DJ Moore,WR,54
30,56,James Cook,RB,33
30,57,Courtland Sutton,WR,53
30,58,Jameson Williams,WR,56
30,59,DK Metcalf,WR,49
30,60,Patrick Mahomes,QB,62
30,62,Garrett Wilson,WR,48
30,63,T.J. Hockenson,TE,69
30,64,DeVonta Smith,WR,57
30,65,Jaylen Waddle,WR,59
30,66,George Pickens,WR,58
30,67,Sam LaPorta,TE,61
30,68,Baker Mayfield,QB,63
30,69,Isiah Pacheco,RB,70
30,70,Chris Olave,WR,77
30,71,David Montgomery,RB,67
30,72,Jerry Jeudy,WR,65
30,73,Jakobi Meyers,WR,76
30,74,Rome Odunze,WR,60
30,75,Tony Pollard,RB,68
30,76,Deebo Samuel Sr.,WR,79
30,77,Jordan Addison,WR,78
30,78,Kaleb Johnson,RB,80
30,79,Travis Kelce,TE,84
30,81,David Njoku,TE,85
30,82,Travis Hunter,WR,66
30,83,Aaron Jones,RB,71
30,84,Tetairoa McMillan,WR,64
30,85,Chris Godwin,WR,73
30,86,RJ Harvey,RB,72
30,87,Tucker Kraft,TE,86
30,88,Matthew Golden,WR,74
31,1,Christian McCaffrey,RB,7
31,2,CeeDee Lamb,WR,6
31,3,Brian Thomas Jr.,WR,14
31,4,Ja'Marr Chase,WR,1
31,6,Bijan Robinson,RB,2
31,7,Justin Jefferson,WR,3
31,8,Saquon Barkley,RB,4
31,9,Derrick Henry,RB,11
31,10,Ashton Jeanty,RB,12
31,11,Puka Nacua,WR,8
31,12,Jahmyr Gibbs,RB,5
31,13,Brock Bowers,TE,20
31,14,De'Von Achane,RB,18
31,15,Nico Collins,WR,13
31,16,Tee Higgins,WR,24
31,17,Malik Nabers,WR,9
31,18,Josh Allen,QB,28
31,19,Drake London,WR,16
31,20,Jonathan Taylor,RB,17
31,21,Jalen Hurts,QB,31
31,22,A.J. Brown,WR,15
31,23,Bucky Irving,RB,23
31,25,Kyren Williams,RB,22
31,26,Josh Jacobs,RB,19
31,27,Amon-Ra St. Brown,WR,10
31,28,Davante Adams,WR,26
31,29,Ladd McConkey,WR,27
31,30,Lamar Jackson,QB,29
31,31,Jayden Daniels,QB,30
31,32,Tyreek Hill,WR,25
31,34,Jaxon Smith-Njigba,WR,36
31,35,Omarion Hampton,RB,37
31,36,James Cook,RB,33
31,37,Trey McBride,TE,21
31,38,Chase Brown,RB,32
31,39,James Conner,RB,43
31,40,DK Metcalf,WR,49
31,41,Joe Burrow,QB,39
31,42,Mike Evans,WR,35
31,43,Kenneth Walker III,RB,38
31,44,Breece Hall,RB,45
31,45,Chuba Hubbard,RB,41
31,46,George Kittle,TE,40
31,47,Alvin Kamara,RB,42
31,48,Zay Flowers,WR,50
31,49,Calvin Ridley,WR,51
31,50,Terry McLaurin,WR,34
31,51,TreVeyon Henderson,RB,44
31,53,Xavier Worthy,WR,46
31,54,D'Andre Swift,RB,52
31,55,Garrett Wilson,WR,48
31,56,Jameson Williams,WR,56
31,57,Marvin Harrison Jr.,WR,47
31,58,Courtland Sutton,WR,53
31,59,Rashee Rice,WR,55
31,60,DJ Moore,WR,54
31,62,DeVonta Smith,WR,57
31,63,Rome Odunze,WR,60
31,64,George Pickens,WR,58
31,65,Baker Mayfield,QB,63
31,66,Sam LaPorta,TE,61
31,67,Tetairoa McMillan,WR,64
31,68,Travis Hunter,WR,66
31,69,Jaylen Waddle,WR,59
31,70,David Montgomery,RB,67
31,71,Patrick Mahomes,QB,62
31,72,Jerry Jeudy,WR,65
31,73,Cooper Kupp,WR,75
31,74,Kaleb Johnson,RB,80
31,75,Tyrone Tracy Jr.,RB,81
31,76,Jordan Addison,WR,78
31,77,T.J. Hockenson,TE,69
31,78,Aaron Jones,RB,71
31,79,Chris Olave,WR,77
31,81,Travis Kelce,TE,84
31,82,Chris Godwin,WR,73
31,83,RJ Harvey,RB,72
31,84,Jaylen Warren,RB,91
31,85,Tony Pollard,RB,68
31,86,Tucker Kraft,TE,86
31,87,Deebo Samuel Sr.,WR,79
31,88,Joe Mixon,RB,82
32,1,Justin Jefferson,WR,3
32,2,Derrick Henry,RB,11
32,3,Nico Collins,WR,13
32,4,Bijan Robinson,RB,2
32,6,A.J. Brown,WR,15
32,7,Saquon Barkley,RB,4
32,8,CeeDee Lamb,WR,6
32,9,Ja'Marr Chase,WR,1
32,10,Malik Nabers,WR,9
32,11,Kyren Williams,RB,22
32,12,Jahmyr Gibbs,RB,5
32,13,Tyreek Hill,WR,25
32,14,Christian McCaffrey,RB,7
32,15,Ashton Jeanty,RB,12
32,16,Puka Nacua,WR,8
32,17,Amon-Ra St. Brown,WR,10
32,18,De'Von Achane,RB,18
32,19,Brian Thomas Jr.,WR,14
32,20,Drake London,WR,16
32,21,Trey McBride,TE,21
32,22,Jonathan Taylor,RB,17
32,23,Bucky Irving,RB,23
32,25,Josh Jacobs,RB,19
32,26,Jayden Daniels,QB,30
32,27,Davante Adams,WR,26
32,28,Tee Higgins,WR,24
32,29,Ladd McConkey,WR,27
32,30,Josh Allen,QB,28
32,31,Brock Bowers,TE,20
32,32,Lamar Jackson,QB,29
32,34,Jalen Hurts,QB,31
32,35,James Cook,RB,33
32,36,Terry McLaurin,WR,34
32,37,Chase Brown,RB,32
32,38,Mike Evans,WR,35
32,39,Xavier Worthy,WR,46
32,40,Jaxon Smith-Njigba,WR,36
32,41,Kenneth Walker III,RB,38
32,42,Joe Burrow,QB,39
32,43,Chuba Hubbard,RB,41
32,44,Breece Hall,RB,45
32,45,DJ Moore,WR,54
32,46,DeVonta Smith,WR,57
32,47,TreVeyon Henderson,RB,44
32,48,Alvin Kamara,RB,42
32,49,Jaylen Waddle,WR,59
32,50,Omarion Hampton,RB,37
32,51,Marvin Harrison Jr.,WR,47
32,53,DK Metcalf,WR,49
32,54,D'Andre Swift,RB,52
32,55,Jameson Williams,WR,56
32,56,George Kittle,TE,40
32,57,Travis Hunter,WR,66
32,58,Garrett Wilson,WR,48
32,59,Calvin Ridley,WR,51
32,60,Zay Flowers,WR,50
32,62,James Conner,RB,43
32,63,Isiah Pacheco,RB,70
32,64,Baker Mayfield,QB,63
32,65,Courtland Sutton,WR,53
32,66,Patrick Mahomes,QB,62
32,67,David Montgomery,RB,67
32,68,Sam LaPorta,TE,61
32,69,Jerry Jeudy,WR,65
32,70,Matthew Golden,WR,74
32,71,T.J. Hockenson,TE,69
32,72,Rome Odunze,WR,60
32,73,Chris Godwin,WR,73
32,74,Rashee Rice,WR,55
32,75,RJ Harvey,RB,72
32,76,Jakobi Meyers,WR,76
32,77,George Pickens,WR,58
32,78,Aaron Jones,RB,71
32,79,Tetairoa McMillan,WR,64
32,81,Mark Andrews,TE,83
32,82,Cooper Kupp,WR,75
32,83,Brian Robinson Jr.,RB,90
32,84,Chris Olave,WR,77
32,85,Tony Pollard,RB,68
32,86,David Njoku,TE,85
32,87,Jordan Addison,WR,78
32,88,Deebo Samuel Sr.,WR,79
33,1,Ja'Marr Chase,WR,1
33,2,Ashton Jeanty,RB,12
33,3,CeeDee Lamb,WR,6
33,4,Saquon Barkley,RB,4
33,6,Derrick Henry,RB,11
33,7,Josh Jacobs,RB,19
33,8,Brian Thomas Jr.,WR,14
33,9,Bijan Robinson,RB,2
33,10,Justin Jefferson,WR,3
33,11,Jahmyr Gibbs,RB,5
33,12,Christian McCaffrey,RB,7
33,13,Malik Nabers,WR,9
33,14,Jonathan Taylor,RB,17
33,15,Puka Nacua,WR,8
33,16,Kyren Williams,RB,22
33,17,Brock Bowers,TE,20
33,18,Amon-Ra St. Brown,WR,10
33,19,Jalen Hurts,QB,31
33,20,Nico Collins,WR,13
33,21,De'Von Achane,RB,18
33,22,A.J. Brown,WR,15
33,23,Tyreek Hill,WR,25
33,25,Drake London,WR,16
33,26,Trey McBride,TE,21
33,27,James Cook,RB,33
33,28,Davante Adams,WR,26
33,29,Joe Burrow,QB,39
33,30,Tee Higgins,WR,24
33,31,Bucky Irving,RB,23
33,32,Josh Allen,QB,28
33,34,Ladd McConkey,WR,27
33,35,Kenneth Walker III,RB,38
33,36,Chase Brown,RB,32
33,37,James Conner,RB,43
33,38,George Kittle,TE,40
33,39,TreVeyon Henderson,RB,44
33,40,Garrett Wilson,WR,48
33,41,D'Andre Swift,RB,52
33,42,Breece Hall,RB,45
33,43,Lamar Jackson,QB,29
33,44,Jayden Daniels,QB,30
33,45,DK Metcalf,WR,49
33,46,Calvin Ridley,WR,51
33,47,Omarion Hampton,RB,37
33,48,Terry McLaurin,WR,34
33,49,Xavier Worthy,WR,46
33,50,Chuba Hubbard,RB,41
33,51,Mike Evans,WR,35
33,53,Jaxon Smith-Njigba,WR,36
33,54,Rashee Rice,WR,55
33,55,DJ Moore,WR,54
33,56,Sam LaPorta,TE,61
33,57,Marvin Harrison Jr.,WR,47
33,58,Jameson Williams,WR,56
33,59,Courtland Sutton,WR,53
33,60,DeVonta Smith,WR,57
33,62,Patrick Mahomes,QB,62
33,63,Zay Flowers,WR,50
33,64,George Pickens,WR,58
33,65,Jaylen Waddle,WR,59
33,66,Alvin Kamara,RB,42
33,67,Baker Mayfield,QB,63
33,68,Rome Odunze,WR,60
33,69,RJ Harvey,RB,72
33,70,Tetairoa McMillan,WR,64
33,71,T.J. Hockenson,TE,69
33,72,Tony Pollard,RB,68
33,73,Chris Godwin,WR,73
33,74,Jordan Addison,WR,78
33,75,David Montgomery,RB,67
33,76,Jerry Jeudy,WR,65
33,77,Kaleb Johnson,RB,80
33,78,Travis Hunter,WR,66
33,79,Isiah Pacheco,RB,70
33,81,Travis Kelce,TE,84
33,82,Aaron Jones,RB,71
33,83,Matthew Golden,WR,74
33,84,Chris Olave,WR,77
33,85,Joe Mixon,RB,82
33,86,Tucker Kraft,TE,86
33,87,Bo Nix,QB,87
33,88,Tyrone Tracy Jr.,RB,81
34,1,Ja'Marr Chase,WR,1
34,2,Brian Thomas Jr.,WR,14
34,3,Saquon Barkley,RB,4
34,4,Bijan Robinson,RB,2
34,6,Justin Jefferson,WR,3
34,7,Brock Bowers,TE,20
34,8,Amon-Ra St. Brown,WR,10
34,9,Jahmyr Gibbs,RB,5
34,10,Christian McCaffrey,RB,7
34,11,Drake London,WR,16
34,12,Kyren Williams,RB,22
34,13,CeeDee Lamb,WR,6
34,14,Derrick Henry,RB,11
34,15,Puka Nacua,WR,8
34,16,Ashton Jeanty,RB,12
34,17,Nico Collins,WR,13
34,18,Malik Nabers,WR,9
34,19,Josh Jacobs,RB,19
34,20,A.J. Brown,WR,15
34,21,De'Von Achane,RB,18
34,22,Jonathan Taylor,RB,17
34,23,Trey McBride,TE,21
34,25,Tee Higgins,WR,24
34,26,Davante Adams,WR,26
34,27,Lamar Jackson,QB,29
34,28,Jalen Hurts,QB,31
34,29,Tyreek Hill,WR,25
34,30,Jaxon Smith-Njigba,WR,36
34,31,Josh Allen,QB,28
34,32,Terry McLaurin,WR,34
34,34,Mike Evans,WR,35
34,35,Ladd McConkey,WR,27
34,36,Chase Brown,RB,32
34,37,Bucky Irving,RB,23
34,38,Omarion Hampton,RB,37
34,39,Chuba Hubbard,RB,41
34,40,DK Metcalf,WR,49
34,41,Jayden Daniels,QB,30
34,42,George Kittle,TE,40
34,43,James Cook,RB,33
34,44,Breece Hall,RB,45
34,45,TreVeyon Henderson,RB,44
34,46,James Conner,RB,43
34,47,Rashee Rice,WR,55
34,48,Courtland Sutton,WR,53
34,49,Zay Flowers,WR,50
34,50,Kenneth Walker III,RB,38
34,51,Marvin Harrison Jr.,WR,47
34,53,Joe Burrow,QB,39
34,54,DJ Moore,WR,54
34,55,Garrett Wilson,WR,48
34,56,Sam LaPorta,TE,61
34,57,Calvin Ridley,WR,51
34,58,Alvin Kamara,RB,42
34,59,Jameson Williams,WR,56
34,60,Patrick Mahomes,QB,62
34,62,D'Andre Swift,RB,52
34,63,T.J. Hockenson,TE,69
34,64,Jaylen Waddle,WR,59
34,65,David Montgomery,RB,67
34,66,Tetairoa McMillan,WR,64
34,67,Xavier Worthy,WR,46
34,68,Baker Mayfield,QB,63
34,69,Tony Pollard,RB,68
34,70,DeVonta Smith,WR,57
34,71,RJ Harvey,RB,72
34,72,George Pickens,WR,58
34,73,Rome Odunze,WR,60
34,74,Jerry Jeudy,WR,65
34,75,Jordan Addison,WR,78
34,76,Travis Hunter,WR,66
34,77,Aaron Jones,RB,71
34,78,Matthew Golden,WR,74
34,79,Cooper Kupp,WR,75
34,81,Isiah Pacheco,RB,70
34,82,Joe Mixon,RB,82
34,83,Chris Godwin,WR,73
34,84,Deebo Samuel Sr.,WR,79
34,85,Jaylen Warren,RB,91
34,86,Jakobi Meyers,WR,76
34,87,Quinshon Judkins,RB,92
34,88,Kaleb Johnson,RB,80
35,1,Ja'Marr Chase,WR,1
35,2,Christian McCaffrey,RB,7
35,3,CeeDee Lamb,WR,6
35,4,Justin Jefferson,WR,3
35,6,Bijan Robinson,RB,2
35,7,Amon-Ra St. Brown,WR,10
35,8,Jahmyr Gibbs,RB,5
35,9,Saquon Barkley,RB,4
35,10,Ashton Jeanty,RB,12
35,11,Malik Nabers,WR,9
35,12,De'Von Achane,RB,18
35,13,Brian Thomas Jr.,WR,14
35,14,Puka Nacua,WR,8
35,15,A.J. Brown,WR,15
35,16,Brock Bowers,TE,20
35,17,Derrick Henry,RB,11
35,18,Lamar Jackson,QB,29
35,19,Nico Collins,WR,13
35,20,Jalen Hurts,QB,31
35,21,Drake London,WR,16
35,22,Bucky Irving,RB,23
35,23,Jayden Daniels,QB,30
35,25,Jonathan Taylor,RB,17
35,26,Josh Allen,QB,28
35,27,Trey McBride,TE,21
35,28,Omarion Hampton,RB,37
35,29,Tee Higgins,WR,24
35,30,Tyreek Hill,WR,25
35,31,Josh Jacobs,RB,19
35,32,Mike Evans,WR,35
35,34,Kyren Williams,RB,22
35,35,Ladd McConkey,WR,27
35,36,James Cook,RB,33
35,37,Davante Adams,WR,26
35,38,Kenneth Walker III,RB,38
35,39,Chase Brown,RB,32
35,40,Calvin Ridley,WR,51
35,41,Zay Flowers,WR,50
35,42,Terry McLaurin,WR,34
35,43,Chuba Hubbard,RB,41
35,44,Breece Hall,RB,45
35,45,Joe Burrow,QB,39
35,46,James Conner,RB,43
35,47,Jaxon Smith-Njigba,WR,36
35,48,Marvin Harrison Jr.,WR,47
35,49,Alvin Kamara,RB,42
35,50,George Kittle,TE,40
35,51,DJ Moore,WR,54
35,53,TreVeyon Henderson,RB,44
35,54,D'Andre Swift,RB,52
35,55,DK Metcalf,WR,49
35,56,Xavier Worthy,WR,46
35,57,George Pickens,WR,58
35,58,Patrick Mahomes,QB,62
35,59,Jameson Williams,WR,56
35,60,Sam LaPorta,TE,61
35,62,Garrett Wilson,WR,48
35,63,Baker Mayfield,QB,63
35,64,Courtland Sutton,WR,53
35,65,Tetairoa McMillan,WR,64
35,66,Rashee Rice,WR,55
35,67,Jakobi Meyers,WR,76
35,68,Rome Odunze,WR,60
35,69,DeVonta Smith,WR,57
35,70,Tony Pollard,RB,68
35,71,Jerry Jeudy,WR,65
35,72,Chris Godwin,WR,73
35,73,Jaylen Waddle,WR,59
35,74,Travis Hunter,WR,66
35,75,Matthew Golden,WR,74
35,76,David Montgomery,RB,67
35,77,T.J. Hockenson,TE,69
35,78,Kaleb Johnson,RB,80
35,79,Isiah Pacheco,RB,70
35,81,Kyler Murray,QB,88
35,82,David Njoku,TE,85
35,83,Jordan Addison,WR,78
35,84,Brock Purdy,QB,89
35,85,RJ Harvey,RB,72
35,86,Aaron Jones,RB,71
35,87,Chris Olave,WR,77
35,88,Joe Mixon,RB,82
36,1,Ashton Jeanty,RB,12
36,2,Saquon Barkley,RB,4
36,3,Justin Jefferson,WR,3
36,4,Malik Nabers,WR,9
36,6,Ja'Marr Chase,WR,1
36,7,De'Von Achane,RB,18
36,8,Brian Thomas Jr.,WR,14
36,9,CeeDee Lamb,WR,6
36,10,Puka Nacua,WR,8
36,11,Jahmyr Gibbs,RB,5
36,12,Bijan Robinson,RB,2
36,13,Derrick Henry,RB,11
36,14,Tee Higgins,WR,24
36,15,Christian McCaffrey,RB,7
36,16,A.J. Brown,WR,15
36,17,Drake London,WR,16
36,18,Ladd McConkey,WR,27
36,19,Nico Collins,WR,13
36,20,Amon-Ra St. Brown,WR,10
36,21,Jonathan Taylor,RB,17
36,22,Brock Bowers,TE,20
36,23,Kyren Williams,RB,22
36,25,Trey McBride,TE,21
36,26,Jalen Hurts,QB,31
36,27,Jayden Daniels,QB,30
36,28,George Kittle,TE,40
36,29,Josh Jacobs,RB,19
36,30,Bucky Irving,RB,23
36,31,Tyreek Hill,WR,25
36,32,Lamar Jackson,QB,29
36,34,Mike Evans,WR,35
36,35,Josh Allen,QB,28
36,36,Davante Adams,WR,26
36,37,Xavier Worthy,WR,46
36,38,James Cook,RB,33
36,39,Chase Brown,RB,32
36,40,Terry McLaurin,WR,34
36,41,Marvin Harrison Jr.,WR,47
36,42,Omarion Hampton,RB,37
36,43,Jaxon Smith-Njigba,WR,36
36,44,Kenneth Walker III,RB,38
36,45,Joe Burrow,QB,39
36,46,TreVeyon Henderson,RB,44
36,47,DeVonta Smith,WR,57
36,48,Chuba Hubbard,RB,41
36,49,James Conner,RB,43
36,50,DK Metcalf,WR,49
36,51,Alvin Kamara,RB,42
36,53,Garrett Wilson,WR,48
36,54,D'Andre Swift,RB,52
36,55,Tetairoa McMillan,WR,64
36,56,Calvin Ridley,WR,51
36,57,DJ Moore,WR,54
36,58,Rashee Rice,WR,55
36,59,Baker Mayfield,QB,63
36,60,Courtland Sutton,WR,53
36,62,Zay Flowers,WR,50
36,63,Breece Hall,RB,45
36,64,Jaylen Waddle,WR,59
36,65,Jameson Williams,WR,56
36,66,George Pickens,WR,58
36,67,Rome Odunze,WR,60
36,68,Travis Hunter,WR,66
36,69,Patrick Mahomes,QB,62
36,70,Sam LaPorta,TE,61
36,71,Isiah Pacheco,RB,70
36,72,Jerry Jeudy,WR,65
36,73,Aaron Jones,RB,71
36,74,Chris Olave,WR,77
36,75,David Montgomery,RB,67
36,76,T.J. Hockenson,TE,69
36,77,Cooper Kupp,WR,75
36,78,Tony Pollard,RB,68
36,79,Jordan Addison,WR,78
36,81,RJ Harvey,RB,72
36,82,David Njoku,TE,85
36,83,Joe Mixon,RB,82
36,84,Brock Purdy,QB,89
36,85,Matthew Golden,WR,74
36,86,J.K. Dobbins,RB,93
36,87,Chris Godwin,WR,73
36,88,Kaleb Johnson,RB,80
37,1,Ja'Marr Chase,WR,1
37,2,Christian McCaffrey,RB,7
37,3,Nico Collins,WR,13
37,4,Justin Jefferson,WR,3
37,6,De'Von Achane,RB,18
37,7,CeeDee Lamb,WR,6
37,8,Malik Nabers,WR,9
37,9,Bijan Robinson,RB,2
37,10,Trey McBride,TE,21
37,11,Brian Thomas Jr.,WR,14
37,12,Saquon Barkley,RB,4
37,13,Ashton Jeanty,RB,12
37,14,Brock Bowers,TE,20
37,15,Amon-Ra St. Brown,WR,10
37,16,Puka Nacua,WR,8
37,17,Derrick Henry,RB,11
37,18,A.J. Brown,WR,15
37,19,Drake London,WR,16
37,20,Jahmyr Gibbs,RB,5
37,21,Kyren Williams,RB,22
37,22,Mike Evans,WR,35
37,23,Josh Jacobs,RB,19
37,25,Omarion Hampton,RB,37
37,26,Tee Higgins,WR,24
37,27,Tyreek Hill,WR,25
37,28,Bucky Irving,RB,23
37,29,Jonathan Taylor,RB,17
37,30,Davante Adams,WR,26
37,31,Joe Burrow,QB,39
37,32,Josh Allen,QB,28
37,34,Lamar Jackson,QB,29
37,35,George Kittle,TE,40
37,36,Xavier Worthy,WR,46
37,37,Jayden Daniels,QB,30
37,38,Jaxon Smith-Njigba,WR,36
37,39,Ladd McConkey,WR,27
37,40,Jalen Hurts,QB,31
37,41,James Cook,RB,33
37,42,Garrett Wilson,WR,48
37,43,Calvin Ridley,WR,51
37,44,Courtland Sutton,WR,53
37,45,Terry McLaurin,WR,34
37,46,Chase Brown,RB,32
37,47,Kenneth Walker III,RB,38
37,48,Alvin Kamara,RB,42
37,49,Chuba Hubbard,RB,41
37,50,TreVeyon Henderson,RB,44
37,51,Rome Odunze,WR,60
37,53,Marvin Harrison Jr.,WR,47
37,54,James Conner,RB,43
37,55,DeVonta Smith,WR,57
37,56,Sam LaPorta,TE,61
37,57,Baker Mayfield,QB,63
37,58,Breece Hall,RB,45
37,59,Zay Flowers,WR,50
37,60,D'Andre Swift,RB,52
37,62,Tetairoa McMillan,WR,64
37,63,Jaylen Waddle,WR,59
37,64,Travis Hunter,WR,66
37,65,T.J. Hockenson,TE,69
37,66,DJ Moore,WR,54
37,67,DK Metcalf,WR,49
37,68,Jerry Jeudy,WR,65
37,69,Rashee Rice,WR,55
37,70,Jameson Williams,WR,56
37,71,Isiah Pacheco,RB,70
37,72,Patrick Mahomes,QB,62
37,73,George Pickens,WR,58
37,74,David Montgomery,RB,67
37,75,Tony Pollard,RB,68
37,76,Matthew Golden,WR,74
37,77,Aaron Jones,RB,71
37,78,Deebo Samuel Sr.,WR,79
37,79,David Njoku,TE,85
37,81,RJ Harvey,RB,72
37,82,Tyrone Tracy Jr.,RB,81
37,83,Jakobi Meyers,WR,76
37,84,Jordan Addison,WR,78
37,85,Chris Godwin,WR,73
37,86,Kyler Murray,QB,88
37,87,Joe Mixon,RB,82
37,88,Chris Olave,WR,77
38,1,Bijan Robinson,RB,2
38,2,A.J. Brown,WR,15
38,3,Malik Nabers,WR,9
38,4,Justin Jefferson,WR,3
38,6,Saquon Barkley,RB,4
38,7,Christian McCaffrey,RB,7
38,8,Jahmyr Gibbs,RB,5
38,9,De'Von Achane,RB,18
38,10,Ja'Marr Chase,WR,1
38,11,CeeDee Lamb,WR,6
38,12,Puka Nacua,WR,8
38,13,Brock Bowers,TE,20
38,14,Brian Thomas Jr.,WR,14
38,15,Amon-Ra St. Brown,WR,10
38,16,Ashton Jeanty,RB,12
38,17,Drake London,WR,16
38,18,Tee Higgins,WR,24
38,19,Jonathan Taylor,RB,17
38,20,Kyren Williams,RB,22
38,21,Chase Brown,RB,32
38,22,Mike Evans,WR,35
38,23,James Cook,RB,33
38,25,Derrick Henry,RB,11
38,26,Trey McBride,TE,21
38,27,Jalen Hurts,QB,31
38,28,Nico Collins,WR,13
38,29,Jaxon Smith-Njigba,WR,36
