simulation,pick_number,player_name,position,espn_rank
9,48,Garrett Wilson,WR,48
9,49,Chuba Hubbard,RB,41
9,50,George Kittle,TE,40
9,51,DeVonta Smith,WR,57
9,53,Calvin Ridley,WR,51
9,54,Jameson Williams,WR,56
9,55,Baker Mayfield,QB,63
9,56,Zay Flowers,WR,50
9,57,Breece Hall,RB,45
9,58,Alvin Kamara,RB,42
9,59,DJ Moore,WR,54
9,60,D'Andre Swift,RB,52
9,62,Courtland Sutton,WR,53
9,63,Rashee Rice,WR,55
9,64,Rome Odunze,WR,60
9,65,Tetairoa McMillan,WR,64
9,66,Tony Pollard,RB,68
9,67,Sam LaPorta,TE,61
9,68,Patrick Mahomes,QB,62
9,69,Jaylen Waddle,WR,59
9,70,David Montgomery,RB,67
9,71,Matthew Golden,WR,74
9,72,Cooper Kupp,WR,75
9,73,George Pickens,WR,58
9,74,Jerry Jeudy,WR,65
9,75,Joe Mixon,RB,82
9,76,Chris Olave,WR,77
9,77,Kaleb Johnson,RB,80
9,78,Travis Hunter,WR,66
9,79,Deebo Samuel Sr.,WR,79
9,81,T.J. Hockenson,TE,69
9,82,Isiah Pacheco,RB,70
9,83,Travis Kelce,TE,84
9,84,RJ Harvey,RB,72
9,85,Chris Godwin,WR,73
9,86,Aaron Jones,RB,71
9,87,Mark Andrews,TE,83
9,88,Jakobi Meyers,WR,76
10,1,Nico Collins,WR,13
10,2,CeeDee Lamb,WR,6
10,3,Drake London,WR,16
10,4,Ja'Marr Chase,WR,1
10,6,Josh Jacobs,RB,19
10,7,Malik Nabers,WR,9
10,8,Brian Thomas Jr.,WR,14
10,9,Justin Jefferson,WR,3
10,10,Bijan Robinson,RB,2
10,11,Ashton Jeanty,RB,12
10,12,Brock Bowers,TE,20
10,13,Kyren Williams,RB,22
10,14,Saquon Barkley,RB,4
10,15,Jahmyr Gibbs,RB,5
10,16,Christian McCaffrey,RB,7
10,17,Amon-Ra St. Brown,WR,10
10,18,Derrick Henry,RB,11
10,19,Puka Nacua,WR,8
10,20,Lamar Jackson,QB,29
10,21,A.J. Brown,WR,15
10,22,Jonathan Taylor,RB,17
10,23,Jalen Hurts,QB,31
10,25,De'Von Achane,RB,18
10,26,Jayden Daniels,QB,30
10,27,Trey McBride,TE,21
10,28,Tyreek Hill,WR,25
10,29,Bucky Irving,RB,23
10,30,Omarion Hampton,RB,37
10,31,Davante Adams,WR,26
10,32,Jaxon Smith-Njigba,WR,36
10,34,Tee Higgins,WR,24
10,35,Ladd McConkey,WR,27
10,36,George Kittle,TE,40
10,37,Kenneth Walker III,RB,38
10,38,Josh Allen,QB,28
10,39,Mike Evans,WR,35
10,40,Chase Brown,RB,32
10,41,Garrett Wilson,WR,48
10,42,James Cook,RB,33
10,43,Joe Burrow,QB,39
10,44,DK Metcalf,WR,49
10,45,Breece Hall,RB,45
10,46,Terry McLaurin,WR,34
10,47,TreVeyon Henderson,RB,44
10,48,Alvin Kamara,RB,42
10,49,Chuba Hubbard,RB,41
10,50,Xavier Worthy,WR,46
10,51,Marvin Harrison Jr.,WR,47
10,53,James Conner,RB,43
10,54,Courtland Sutton,WR,53
10,55,Rashee Rice,WR,55
10,56,Baker Mayfield,QB,63
10,57,Zay Flowers,WR,50
10,58,Jaylen Waddle,WR,59
10,59,Calvin Ridley,WR,51
10,60,T.J. Hockenson,TE,69
10,62,D'Andre Swift,RB,52
10,63,David Montgomery,RB,67
10,64,DeVonta Smith,WR,57
10,65,Chris Godwin,WR,73
10,66,DJ Moore,WR,54
10,67,George Pickens,WR,58
10,68,Patrick Mahomes,QB,62
10,69,Tony Pollard,RB,68
10,70,Tetairoa McMillan,WR,64
10,71,Isiah Pacheco,RB,70
10,72,Jameson Williams,WR,56
10,73,Rome Odunze,WR,60
10,74,Sam LaPorta,TE,61
10,75,Matthew Golden,WR,74
10,76,Jerry Jeudy,WR,65
10,77,Cooper Kupp,WR,75
10,78,David Njoku,TE,85
10,79,Travis Hunter,WR,66
10,81,Tyrone Tracy Jr.,RB,81
10,82,Brian Robinson Jr.,RB,90
10,83,Aaron Jones,RB,71
10,84,RJ Harvey,RB,72
10,85,Chris Olave,WR,77
10,86,Bo Nix,QB,87
10,87,Deebo Samuel Sr.,WR,79
10,88,Kaleb Johnson,RB,80
11,1,CeeDee Lamb,WR,6
11,2,Ja'Marr Chase,WR,1
11,3,Malik Nabers,WR,9
11,4,Jahmyr Gibbs,RB,5
11,6,Justin Jefferson,WR,3
11,7,Puka Nacua,WR,8
11,8,De'Von Achane,RB,18
11,9,Saquon Barkley,RB,4
11,10,Amon-Ra St. Brown,WR,10
11,11,Christian McCaffrey,RB,7
11,12,Tyreek Hill,WR,25
11,13,Ashton Jeanty,RB,12
11,14,Drake London,WR,16
11,15,Josh Jacobs,RB,19
11,16,Derrick Henry,RB,11
11,17,Brian Thomas Jr.,WR,14
11,18,Josh Allen,QB,28
11,19,Jonathan Taylor,RB,17
11,20,Bijan Robinson,RB,2
11,21,Tee Higgins,WR,24
11,22,Chase Brown,RB,32
11,23,Nico Collins,WR,13
11,25,James Cook,RB,33
11,26,A.J. Brown,WR,15
11,27,Kyren Williams,RB,22
11,28,Jalen Hurts,QB,31
11,29,Brock Bowers,TE,20
11,30,Joe Burrow,QB,39
11,31,Trey McBride,TE,21
11,32,Bucky Irving,RB,23
11,34,Jayden Daniels,QB,30
11,35,Davante Adams,WR,26
11,36,Ladd McConkey,WR,27
11,37,James Conner,RB,43
11,38,Lamar Jackson,QB,29
11,39,Mike Evans,WR,35
11,40,Xavier Worthy,WR,46
11,41,Omarion Hampton,RB,37
11,42,George Kittle,TE,40
11,43,Calvin Ridley,WR,51
11,44,Terry McLaurin,WR,34
11,45,TreVeyon Henderson,RB,44
11,46,D'Andre Swift,RB,52
11,47,Jaxon Smith-Njigba,WR,36
11,48,DeVonta Smith,WR,57
11,49,Alvin Kamara,RB,42
11,50,Marvin Harrison Jr.,WR,47
11,51,Chuba Hubbard,RB,41
11,53,Rashee Rice,WR,55
11,54,Kenneth Walker III,RB,38
11,55,Tetairoa McMillan,WR,64
11,56,Breece Hall,RB,45
11,57,Zay Flowers,WR,50
11,58,Jaylen Waddle,WR,59
11,59,DK Metcalf,WR,49
11,60,Jameson Williams,WR,56
11,62,Aaron Jones,RB,71
11,63,Travis Hunter,WR,66
11,64,RJ Harvey,RB,72
11,65,Sam LaPorta,TE,61
11,66,Garrett Wilson,WR,48
11,67,DJ Moore,WR,54
11,68,T.J. Hockenson,TE,69
11,69,George Pickens,WR,58
11,70,Courtland Sutton,WR,53
11,71,Baker Mayfield,QB,63
11,72,Jerry Jeudy,WR,65
11,73,Tyrone Tracy Jr.,RB,81
11,74,David Montgomery,RB,67
11,75,Tony Pollard,RB,68
11,76,Isiah Pacheco,RB,70
11,77,Patrick Mahomes,QB,62
11,78,Rome Odunze,WR,60
11,79,Chris Godwin,WR,73
11,81,Deebo Samuel Sr.,WR,79
11,82,Brock Purdy,QB,89
11,83,Jordan Addison,WR,78
11,84,Matthew Golden,WR,74
11,85,Brian Robinson Jr.,RB,90
11,86,Travis Kelce,TE,84
11,87,Chris Olave,WR,77
11,88,Cooper Kupp,WR,75
12,1,Christian McCaffrey,RB,7
12,2,Jahmyr Gibbs,RB,5
12,3,Jonathan Taylor,RB,17
12,4,Ja'Marr Chase,WR,1
12,6,Bijan Robinson,RB,2
12,7,Justin Jefferson,WR,3
12,8,Saquon Barkley,RB,4
12,9,Drake London,WR,16
12,10,CeeDee Lamb,WR,6
12,11,Derrick Henry,RB,11
12,12,Trey McBride,TE,21
12,13,Puka Nacua,WR,8
12,14,Malik Nabers,WR,9
12,15,Ashton Jeanty,RB,12
12,16,Nico Collins,WR,13
12,17,Amon-Ra St. Brown,WR,10
12,18,Kyren Williams,RB,22
12,19,Josh Jacobs,RB,19
12,20,Davante Adams,WR,26
12,21,Brian Thomas Jr.,WR,14
12,22,A.J. Brown,WR,15
12,23,De'Von Achane,RB,18
12,25,Bucky Irving,RB,23
12,26,Brock Bowers,TE,20
12,27,Tee Higgins,WR,24
12,28,Tyreek Hill,WR,25
12,29,Josh Allen,QB,28
12,30,Chuba Hubbard,RB,41
12,31,Jalen Hurts,QB,31
12,32,Lamar Jackson,QB,29
12,34,Alvin Kamara,RB,42
12,35,Jayden Daniels,QB,30
12,36,Ladd McConkey,WR,27
12,37,Kenneth Walker III,RB,38
12,38,DK Metcalf,WR,49
12,39,Terry McLaurin,WR,34
12,40,Chase Brown,RB,32
12,41,Joe Burrow,QB,39
12,42,George Kittle,TE,40
12,43,Omarion Hampton,RB,37
12,44,James Cook,RB,33
12,45,Courtland Sutton,WR,53
12,46,Marvin Harrison Jr.,WR,47
12,47,Breece Hall,RB,45
12,48,Rashee Rice,WR,55
12,49,DeVonta Smith,WR,57
12,50,James Conner,RB,43
12,51,Jaxon Smith-Njigba,WR,36
12,53,George Pickens,WR,58
12,54,TreVeyon Henderson,RB,44
12,55,DJ Moore,WR,54
12,56,Calvin Ridley,WR,51
12,57,Mike Evans,WR,35
12,58,Jaylen Waddle,WR,59
12,59,Garrett Wilson,WR,48
12,60,Rome Odunze,WR,60
12,62,Xavier Worthy,WR,46
12,63,Sam LaPorta,TE,61
12,64,Isiah Pacheco,RB,70
12,65,RJ Harvey,RB,72
12,66,Zay Flowers,WR,50
12,67,Patrick Mahomes,QB,62
12,68,David Montgomery,RB,67
12,69,Chris Godwin,WR,73
12,70,D'Andre Swift,RB,52
12,71,Jameson Williams,WR,56
12,72,Kaleb Johnson,RB,80
12,73,Baker Mayfield,QB,63
12,74,Travis Hunter,WR,66
12,75,Travis Kelce,TE,84
12,76,Tetairoa McMillan,WR,64
12,77,T.J. Hockenson,TE,69
12,78,Jerry Jeudy,WR,65
12,79,Tony Pollard,RB,68
12,81,Aaron Jones,RB,71
12,82,Matthew Golden,WR,74
12,83,Tucker Kraft,TE,86
12,84,Cooper Kupp,WR,75
12,85,David Njoku,TE,85
12,86,Chris Olave,WR,77
12,87,Tyrone Tracy Jr.,RB,81
12,88,Jakobi Meyers,WR,76
13,1,Puka Nacua,WR,8
13,2,Amon-Ra St. Brown,WR,10
13,3,A.J. Brown,WR,15
13,4,Justin Jefferson,WR,3
13,6,Jonathan Taylor,RB,17
13,7,Brian Thomas Jr.,WR,14
13,8,Christian McCaffrey,RB,7
13,9,Bijan Robinson,RB,2
13,10,Derrick Henry,RB,11
13,11,Jahmyr Gibbs,RB,5
13,12,Brock Bowers,TE,20
13,13,Malik Nabers,WR,9
13,14,Saquon Barkley,RB,4
13,15,Ashton Jeanty,RB,12
13,16,Josh Jacobs,RB,19
13,17,Tyreek Hill,WR,25
13,18,CeeDee Lamb,WR,6
13,19,Bucky Irving,RB,23
13,20,Ja'Marr Chase,WR,1
13,21,Trey McBride,TE,21
13,22,Jalen Hurts,QB,31
13,23,Tee Higgins,WR,24
13,25,De'Von Achane,RB,18
13,26,Mike Evans,WR,35
13,27,Drake London,WR,16
13,28,Kenneth Walker III,RB,38
13,29,Josh Allen,QB,28
13,30,Kyren Williams,RB,22
13,31,Chuba Hubbard,RB,41
13,32,Nico Collins,WR,13
13,34,Ladd McConkey,WR,27
13,35,Davante Adams,WR,26
13,36,James Cook,RB,33
13,37,TreVeyon Henderson,RB,44
13,38,Lamar Jackson,QB,29
13,39,Jayden Daniels,QB,30
13,40,Marvin Harrison Jr.,WR,47
13,41,Breece Hall,RB,45
13,42,Joe Burrow,QB,39
13,43,Chase Brown,RB,32
13,44,Jaxon Smith-Njigba,WR,36
13,45,Omarion Hampton,RB,37
13,46,George Kittle,TE,40
13,47,Courtland Sutton,WR,53
13,48,Alvin Kamara,RB,42
13,49,Rashee Rice,WR,55
13,50,D'Andre Swift,RB,52
13,51,James Conner,RB,43
13,53,Calvin Ridley,WR,51
13,54,Xavier Worthy,WR,46
13,55,Zay Flowers,WR,50
13,56,Terry McLaurin,WR,34
13,57,Garrett Wilson,WR,48
13,58,DJ Moore,WR,54
13,59,Baker Mayfield,QB,63
13,60,Jaylen Waddle,WR,59
13,62,DK Metcalf,WR,49
13,63,DeVonta Smith,WR,57
13,64,Jameson Williams,WR,56
13,65,RJ Harvey,RB,72
13,66,George Pickens,WR,58
13,67,David Montgomery,RB,67
13,68,Aaron Jones,RB,71
13,69,Isiah Pacheco,RB,70
13,70,Rome Odunze,WR,60
13,71,Sam LaPorta,TE,61
13,72,Patrick Mahomes,QB,62
13,73,Travis Hunter,WR,66
13,74,Tetairoa McMillan,WR,64
13,75,Jakobi Meyers,WR,76
13,76,David Njoku,TE,85
13,77,Jordan Addison,WR,78
13,78,Tony Pollard,RB,68
13,79,Jerry Jeudy,WR,65
13,81,T.J. Hockenson,TE,69
13,82,Matthew Golden,WR,74
13,83,Mark Andrews,TE,83
13,84,Bo Nix,QB,87
13,85,Travis Kelce,TE,84
13,86,Chris Godwin,WR,73
13,87,Kaleb Johnson,RB,80
13,88,Joe Mixon,RB,82
14,1,Malik Nabers,WR,9
14,2,A.J. Brown,WR,15
14,3,Brian Thomas Jr.,WR,14
14,4,Jahmyr Gibbs,RB,5
14,6,Bijan Robinson,RB,2
14,7,Ja'Marr Chase,WR,1
14,8,Nico Collins,WR,13
14,9,Saquon Barkley,RB,4
14,10,CeeDee Lamb,WR,6
14,11,Christian McCaffrey,RB,7
14,12,Amon-Ra St. Brown,WR,10
14,13,Ashton Jeanty,RB,12
14,14,Derrick Henry,RB,11
14,15,Tee Higgins,WR,24
14,16,Puka Nacua,WR,8
14,17,Drake London,WR,16
14,18,Jonathan Taylor,RB,17
14,19,Josh Jacobs,RB,19
14,20,Kyren Williams,RB,22
14,21,Ladd McConkey,WR,27
14,22,Josh Allen,QB,28
14,23,Justin Jefferson,WR,3
14,25,Jayden Daniels,QB,30
14,26,De'Von Achane,RB,18
14,27,Trey McBride,TE,21
14,28,James Cook,RB,33
14,29,Tyreek Hill,WR,25
14,30,Omarion Hampton,RB,37
14,31,Joe Burrow,QB,39
14,32,TreVeyon Henderson,RB,44
14,34,Chuba Hubbard,RB,41
14,35,Brock Bowers,TE,20
14,36,Lamar Jackson,QB,29
14,37,Terry McLaurin,WR,34
14,38,Chase Brown,RB,32
14,39,Davante Adams,WR,26
14,40,Alvin Kamara,RB,42
14,41,Calvin Ridley,WR,51
14,42,Jalen Hurts,QB,31
14,43,Bucky Irving,RB,23
14,44,Kenneth Walker III,RB,38
14,45,Mike Evans,WR,35
14,46,Jaxon Smith-Njigba,WR,36
14,47,Jameson Williams,WR,56
14,48,Xavier Worthy,WR,46
14,49,D'Andre Swift,RB,52
14,50,George Pickens,WR,58
14,51,DeVonta Smith,WR,57
14,53,DJ Moore,WR,54
14,54,Garrett Wilson,WR,48
14,55,Breece Hall,RB,45
14,56,Sam LaPorta,TE,61
14,57,George Kittle,TE,40
14,58,James Conner,RB,43
14,59,Zay Flowers,WR,50
14,60,Rashee Rice,WR,55
14,62,Tetairoa McMillan,WR,64
14,63,Aaron Jones,RB,71
14,64,DK Metcalf,WR,49
14,65,Baker Mayfield,QB,63
14,66,Patrick Mahomes,QB,62
14,67,T.J. Hockenson,TE,69
14,68,Marvin Harrison Jr.,WR,47
14,69,Jerry Jeudy,WR,65
14,70,Jaylen Waddle,WR,59
14,71,Jakobi Meyers,WR,76
14,72,Chris Olave,WR,77
14,73,Travis Hunter,WR,66
14,74,Courtland Sutton,WR,53
14,75,RJ Harvey,RB,72
14,76,Rome Odunze,WR,60
14,77,David Montgomery,RB,67
14,78,Chris Godwin,WR,73
14,79,Bo Nix,QB,87
14,81,Tucker Kraft,TE,86
14,82,Isiah Pacheco,RB,70
14,83,Tony Pollard,RB,68
14,84,Quinshon Judkins,RB,92
14,85,Jordan Addison,WR,78
14,86,Cooper Kupp,WR,75
14,87,Travis Kelce,TE,84
14,88,Tyrone Tracy Jr.,RB,81
15,1,CeeDee Lamb,WR,6
15,2,Puka Nacua,WR,8
15,3,Ja'Marr Chase,WR,1
15,4,Jonathan Taylor,RB,17
15,6,Bijan Robinson,RB,2
15,7,Saquon Barkley,RB,4
15,8,Ashton Jeanty,RB,12
15,9,Josh Jacobs,RB,19
15,10,A.J. Brown,WR,15
15,11,Christian McCaffrey,RB,7
15,12,Jahmyr Gibbs,RB,5
15,13,Tyreek Hill,WR,25
15,14,Justin Jefferson,WR,3
15,15,Derrick Henry,RB,11
15,16,Malik Nabers,WR,9
15,17,Amon-Ra St. Brown,WR,10
15,18,Davante Adams,WR,26
15,19,Nico Collins,WR,13
15,20,Drake London,WR,16
15,21,Chase Brown,RB,32
15,22,Bucky Irving,RB,23
15,23,Brock Bowers,TE,20
15,25,De'Von Achane,RB,18
15,26,Jalen Hurts,QB,31
15,27,Trey McBride,TE,21
15,28,Jayden Daniels,QB,30
15,29,Kyren Williams,RB,22
15,30,Lamar Jackson,QB,29
15,31,Mike Evans,WR,35
15,32,Brian Thomas Jr.,WR,14
15,34,Tee Higgins,WR,24
15,35,Josh Allen,QB,28
15,36,Kenneth Walker III,RB,38
15,37,Terry McLaurin,WR,34
15,38,Ladd McConkey,WR,27
15,39,TreVeyon Henderson,RB,44
15,40,James Cook,RB,33
15,41,Chuba Hubbard,RB,41
15,42,George Kittle,TE,40
15,43,DJ Moore,WR,54
15,44,Omarion Hampton,RB,37
15,45,Rashee Rice,WR,55
15,46,Breece Hall,RB,45
15,47,D'Andre Swift,RB,52
15,48,James Conner,RB,43
15,49,Marvin Harrison Jr.,WR,47
15,50,DeVonta Smith,WR,57
15,51,Patrick Mahomes,QB,62
15,53,Jaxon Smith-Njigba,WR,36
15,54,Zay Flowers,WR,50
15,55,Xavier Worthy,WR,46
15,56,Garrett Wilson,WR,48
15,57,Jerry Jeudy,WR,65
15,58,Jaylen Waddle,WR,59
15,59,Alvin Kamara,RB,42
15,60,Joe Burrow,QB,39
15,62,DK Metcalf,WR,49
15,63,Travis Hunter,WR,66
15,64,Calvin Ridley,WR,51
15,65,Sam LaPorta,TE,61
15,66,David Montgomery,RB,67
15,67,George Pickens,WR,58
15,68,Courtland Sutton,WR,53
15,69,Rome Odunze,WR,60
15,70,Baker Mayfield,QB,63
15,71,Jameson Williams,WR,56
15,72,Jakobi Meyers,WR,76
15,73,RJ Harvey,RB,72
15,74,Tetairoa McMillan,WR,64
15,75,Jordan Addison,WR,78
15,76,Matthew Golden,WR,74
15,77,Mark Andrews,TE,83
15,78,Tyrone Tracy Jr.,RB,81
15,79,Isiah Pacheco,RB,70
15,81,Aaron Jones,RB,71
15,82,T.J. Hockenson,TE,69
15,83,Kaleb Johnson,RB,80
15,84,Tony Pollard,RB,68
15,85,Deebo Samuel Sr.,WR,79
15,86,Tucker Kraft,TE,86
15,87,Chris Godwin,WR,73
15,88,Travis Kelce,TE,84
16,1,CeeDee Lamb,WR,6
16,2,Amon-Ra St. Brown,WR,10
16,3,Jonathan Taylor,RB,17
16,4,Ja'Marr Chase,WR,1
16,6,Bijan Robinson,RB,2
16,7,Saquon Barkley,RB,4
16,8,Puka Nacua,WR,8
16,9,Kyren Williams,RB,22
16,10,Jahmyr Gibbs,RB,5
16,11,Christian McCaffrey,RB,7
16,12,Malik Nabers,WR,9
16,13,De'Von Achane,RB,18
16,14,Derrick Henry,RB,11
16,15,Drake London,WR,16
16,16,Justin Jefferson,WR,3
16,17,Ashton Jeanty,RB,12
16,18,Josh Jacobs,RB,19
16,19,A.J. Brown,WR,15
16,20,Lamar Jackson,QB,29
16,21,Brock Bowers,TE,20
16,22,Nico Collins,WR,13
16,23,Chase Brown,RB,32
16,25,Mike Evans,WR,35
16,26,Jayden Daniels,QB,30
16,27,Tyreek Hill,WR,25
16,28,Trey McBride,TE,21
16,29,Davante Adams,WR,26
16,30,Jalen Hurts,QB,31
16,31,Bucky Irving,RB,23
16,32,Brian Thomas Jr.,WR,14
16,34,Tee Higgins,WR,24
16,35,George Kittle,TE,40
16,36,Ladd McConkey,WR,27
16,37,James Cook,RB,33
16,38,Josh Allen,QB,28
16,39,Kenneth Walker III,RB,38
16,40,Terry McLaurin,WR,34
16,41,Joe Burrow,QB,39
16,42,Marvin Harrison Jr.,WR,47
16,43,TreVeyon Henderson,RB,44
16,44,Calvin Ridley,WR,51
16,45,Chuba Hubbard,RB,41
16,46,Alvin Kamara,RB,42
16,47,James Conner,RB,43
16,48,Jaxon Smith-Njigba,WR,36
16,49,Xavier Worthy,WR,46
16,50,Garrett Wilson,WR,48
16,51,Omarion Hampton,RB,37
16,53,Patrick Mahomes,QB,62
16,54,Zay Flowers,WR,50
16,55,Breece Hall,RB,45
16,56,DK Metcalf,WR,49
16,57,Sam LaPorta,TE,61
16,58,David Montgomery,RB,67
16,59,D'Andre Swift,RB,52
16,60,Rome Odunze,WR,60
16,62,T.J. Hockenson,TE,69
16,63,Tetairoa McMillan,WR,64
16,64,Baker Mayfield,QB,63
16,65,DJ Moore,WR,54
16,66,Jerry Jeudy,WR,65
16,67,Chris Godwin,WR,73
16,68,Courtland Sutton,WR,53
16,69,Tony Pollard,RB,68
16,70,Jameson Williams,WR,56
16,71,Rashee Rice,WR,55
16,72,DeVonta Smith,WR,57
16,73,Jaylen Waddle,WR,59
16,74,Travis Hunter,WR,66
16,75,Aaron Jones,RB,71
16,76,Travis Kelce,TE,84
16,77,Matthew Golden,WR,74
16,78,George Pickens,WR,58
16,79,Jakobi Meyers,WR,76
16,81,Joe Mixon,RB,82
16,82,RJ Harvey,RB,72
16,83,David Njoku,TE,85
16,84,Cooper Kupp,WR,75
16,85,Tucker Kraft,TE,86
16,86,Kaleb Johnson,RB,80
16,87,Bo Nix,QB,87
16,88,Jordan Addison,WR,78
17,1,Brian Thomas Jr.,WR,14
17,2,Ja'Marr Chase,WR,1
17,3,Bijan Robinson,RB,2
17,4,De'Von Achane,RB,18
17,6,Justin Jefferson,WR,3
17,7,Puka Nacua,WR,8
17,8,Jahmyr Gibbs,RB,5
17,9,Derrick Henry,RB,11
17,10,Saquon Barkley,RB,4
17,11,CeeDee Lamb,WR,6
17,12,Christian McCaffrey,RB,7
17,13,Brock Bowers,TE,20
17,14,Malik Nabers,WR,9
17,15,Ashton Jeanty,RB,12
17,16,Jonathan Taylor,RB,17
17,17,A.J. Brown,WR,15
17,18,Kyren Williams,RB,22
17,19,Chase Brown,RB,32
17,20,Amon-Ra St. Brown,WR,10
17,21,Tee Higgins,WR,24
17,22,Drake London,WR,16
17,23,Trey McBride,TE,21
17,25,Josh Allen,QB,28
17,26,Nico Collins,WR,13
17,27,Josh Jacobs,RB,19
17,28,Bucky Irving,RB,23
17,29,Jayden Daniels,QB,30
17,30,Lamar Jackson,QB,29
17,31,Davante Adams,WR,26
17,32,Tyreek Hill,WR,25
17,34,Alvin Kamara,RB,42
17,35,Jalen Hurts,QB,31
17,36,Omarion Hampton,RB,37
17,37,Breece Hall,RB,45
17,38,Ladd McConkey,WR,27
17,39,James Cook,RB,33
17,40,George Kittle,TE,40
17,41,Garrett Wilson,WR,48
17,42,Mike Evans,WR,35
17,43,Joe Burrow,QB,39
17,44,Terry McLaurin,WR,34
17,45,Jaxon Smith-Njigba,WR,36
17,46,Xavier Worthy,WR,46
17,47,Kenneth Walker III,RB,38
17,48,Zay Flowers,WR,50
17,49,Marvin Harrison Jr.,WR,47
17,50,Jaylen Waddle,WR,59
17,51,Chuba Hubbard,RB,41
17,53,D'Andre Swift,RB,52
17,54,TreVeyon Henderson,RB,44
17,55,Calvin Ridley,WR,51
17,56,DK Metcalf,WR,49
17,57,Baker Mayfield,QB,63
17,58,James Conner,RB,43
17,59,DJ Moore,WR,54
17,60,Jerry Jeudy,WR,65
17,62,Jameson Williams,WR,56
17,63,RJ Harvey,RB,72
17,64,Patrick Mahomes,QB,62
17,65,T.J. Hockenson,TE,69
17,66,George Pickens,WR,58
17,67,Sam LaPorta,TE,61
17,68,Rome Odunze,WR,60
17,69,Tony Pollard,RB,68
17,70,Tetairoa McMillan,WR,64
17,71,Isiah Pacheco,RB,70
17,72,Courtland Sutton,WR,53
17,73,Matthew Golden,WR,74
17,74,Rashee Rice,WR,55
17,75,DeVonta Smith,WR,57
17,76,Aaron Jones,RB,71
17,77,Travis Hunter,WR,66
17,78,David Montgomery,RB,67
17,79,Chris Olave,WR,77
17,81,Travis Kelce,TE,84
17,82,Jakobi Meyers,WR,76
17,83,Chris Godwin,WR,73
17,84,Tucker Kraft,TE,86
17,85,David Njoku,TE,85
17,86,Deebo Samuel Sr.,WR,79
17,87,Jordan Addison,WR,78
17,88,Kyler Murray,QB,88
18,1,Ja'Marr Chase,WR,1
18,2,Puka Nacua,WR,8
18,3,Justin Jefferson,WR,3
18,4,Jahmyr Gibbs,RB,5
18,6,Saquon Barkley,RB,4
18,7,Christian McCaffrey,RB,7
18,8,Brock Bowers,TE,20
18,9,Bijan Robinson,RB,2
18,10,Nico Collins,WR,13
18,11,De'Von Achane,RB,18
18,12,CeeDee Lamb,WR,6
18,13,Malik Nabers,WR,9
18,14,Amon-Ra St. Brown,WR,10
18,15,A.J. Brown,WR,15
18,16,Derrick Henry,RB,11
18,17,Tyreek Hill,WR,25
18,18,Ashton Jeanty,RB,12
18,19,Kyren Williams,RB,22
18,20,Josh Allen,QB,28
18,21,Brian Thomas Jr.,WR,14
18,22,Trey McBride,TE,21
18,23,Josh Jacobs,RB,19
18,25,Drake London,WR,16
18,26,Jonathan Taylor,RB,17
18,27,Bucky Irving,RB,23
18,28,Lamar Jackson,QB,29
18,29,Tee Higgins,WR,24
18,30,Ladd McConkey,WR,27
18,31,Jalen Hurts,QB,31
18,32,Alvin Kamara,RB,42
18,34,Terry McLaurin,WR,34
18,35,Jayden Daniels,QB,30
18,36,Davante Adams,WR,26
18,37,TreVeyon Henderson,RB,44
18,38,James Cook,RB,33
18,39,George Kittle,TE,40
18,40,Chuba Hubbard,RB,41
18,41,Xavier Worthy,WR,46
18,42,Breece Hall,RB,45
18,43,Joe Burrow,QB,39
18,44,Chase Brown,RB,32
18,45,Rashee Rice,WR,55
18,46,Mike Evans,WR,35
18,47,Marvin Harrison Jr.,WR,47
18,48,Jaxon Smith-Njigba,WR,36
18,49,James Conner,RB,43
18,50,Jameson Williams,WR,56
18,51,DJ Moore,WR,54
18,53,Courtland Sutton,WR,53
18,54,Kenneth Walker III,RB,38
18,55,George Pickens,WR,58
18,56,Omarion Hampton,RB,37
18,57,D'Andre Swift,RB,52
18,58,Sam LaPorta,TE,61
18,59,Garrett Wilson,WR,48
18,60,Jaylen Waddle,WR,59
18,62,Aaron Jones,RB,71
18,63,DK Metcalf,WR,49
18,64,Zay Flowers,WR,50
18,65,DeVonta Smith,WR,57
18,66,Baker Mayfield,QB,63
18,67,Rome Odunze,WR,60
18,68,Calvin Ridley,WR,51
18,69,Patrick Mahomes,QB,62
18,70,Jerry Jeudy,WR,65
18,71,Tetairoa McMillan,WR,64
18,72,Kaleb Johnson,RB,80
18,73,Tony Pollard,RB,68
18,74,Chris Godwin,WR,73
18,75,Travis Hunter,WR,66
18,76,Jakobi Meyers,WR,76
18,77,David Montgomery,RB,67
18,78,Jordan Addison,WR,78
18,79,T.J. Hockenson,TE,69
18,81,Mark Andrews,TE,83
18,82,Isiah Pacheco,RB,70
18,83,RJ Harvey,RB,72
18,84,David Njoku,TE,85
18,85,Cooper Kupp,WR,75
18,86,Brock Purdy,QB,89
18,87,Tyrone Tracy Jr.,RB,81
18,88,Kyler Murray,QB,88
19,1,CeeDee Lamb,WR,6
19,2,Ja'Marr Chase,WR,1
19,3,Justin Jefferson,WR,3
19,4,Christian McCaffrey,RB,7
19,6,Amon-Ra St. Brown,WR,10
19,7,Bijan Robinson,RB,2
19,8,Brock Bowers,TE,20
19,9,Jahmyr Gibbs,RB,5
19,10,Derrick Henry,RB,11
19,11,Saquon Barkley,RB,4
